,age,country,countryZh,loan,marketValue,mfClubId,mfClubName,miClubId,miClubName,playerId,playerMainPosition,playerName,premium,premiumRate,transferDate,transferFee,transferFeeValue,year
469,23,Cameroon,喀麦隆,,40万,215.0,重庆力帆,1257.0,青岛黄海,33454,中锋,Hermann Ekwalla,-40万,-100,2014-01-12,0,0.0,13
470,27,China,中国,,5万,49.0,山东鲁能,626.0,天津权健,19465,后腰,夏宁宁,-5万,-100,2014-01-12,0,0.0,13
471,29,Brazil,巴西,,90万,49.0,山东鲁能,55.0,杭州绿城,1479,右边锋,马塞纳,-90万,-100,2014-01-11,0,0.0,13
472,24,China,中国,,5万,49.0,山东鲁能,1257.0,青岛黄海,33502,后腰,马兴煜,-5万,-100,2014-01-11,,,13
473,27,China,中国,,3万,43.0,北京人和,1257.0,青岛黄海,33503,后腰,刘清,-3万,-100,2014-01-11,,,13
474,32,"Korea, South",韩国,,50万,792.0,磐田喜悦,50.0,上海绿地申花,1319,中后卫,曹秉局,-50万,-100,2014-01-10,0,0.0,13
475,29,Bolivia,玻利维亚,,45万,215.0,重庆力帆,,Oriente P.,13383,前腰,莫伊察,-45万,-100,2014-01-10,0,0.0,13
476,32,China,中国,,10万,44.0,长春亚泰,215.0,重庆力帆,6743,中场,王栋,33万,325,2014-01-10,43万,425000.0,13
477,21,Australia,澳大利亚,出租,40万,45.0,上海上港,,Central Coast,22204,右边锋,贝尔尼·伊比尼,,-,2014-01-08,,,13
478,26,Poland,波兰,,35万,,Górnik Zabrze,43.0,北京人和,1088,中场,马辛斯基,15万,43,2014-01-08,50万,500000.0,13
479,30,China,中国,出租,3万,48.0,河南建业,1451.0,成都天诚,1260,,何滨,,-,2014-01-08,,,13
480,24,China,中国,,3万,213.0,河北华夏幸福,627.0,贵州恒丰,19496,门将,苏渤洋,-3万,-100,2014-01-08,,,13
481,24,China,中国,,,,SY Dongjin,627.0,贵州恒丰,19502,,黄准,,-,2014-01-08,,,13
482,24,China,中国,,3万,1254.0,新疆雪豹,627.0,贵州恒丰,19509,中场,张萌祺,-3万,-100,2014-01-07,,,13
483,26,China,中国,,25万,44.0,长春亚泰,49.0,山东鲁能,1280,右中场,张文钊,155万,620,2014-01-06,180万,1800000.0,13
484,22,"Korea, South",韩国,,50万,688.0,东京FC,51.0,广州富力,1333,中后卫,张贤秀,175万,350,2014-01-05,225万,2250000.0,13
485,29,France,法国,,100万,52.0,大连一方,108.0,波尔多,18429,中锋,纪尧姆·瓦罗,-100万,-100,2014-01-04,0,0.0,13
486,22,China,中国,,10万,49.0,山东鲁能,48.0,河南建业,1246,左中场,木热合买提江·莫扎帕,-10万,-100,2014-01-04,0,0.0,13
487,20,China,中国,,5万,,GD Sunray Cave,48.0,河南建业,1235,门将,罗足庆,-5万,-100,2014-01-04,,,13
488,28,"Korea, South",韩国,,150万,1089.0,首尔FC,42.0,北京国安,1074,中场,河大成,-30万,-20,2014-01-03,120万,1200000.0,13
489,31,Sweden,瑞典,,100万,721.0,哥德堡,45.0,上海上港,1150,中锋,海森,0,0,2014-01-03,100万,1000000.0,13
490,27,Brazil,巴西,,40万,41.0,广州恒大,192.0,巴西国际,5459,中后卫,保隆,60万,150,2014-01-03,100万,1000000.0,13
491,28,China,中国,,33万,1470.0,青岛中能,41.0,广州恒大,1018,中后卫,刘健,-33万,-100,2014-01-03,0,0.0,13
492,31,Hongkong,香港,出租,13万,42.0,北京国安,,South China,14122,左后卫,李志豪,,-,2014-01-03,,,13
493,28,China,中国,,10万,52.0,大连一方,42.0,北京国安,1067,左后卫,赵和靖,-10万,-100,2014-01-03,0,0.0,13
494,24,China,中国,,40万,50.0,上海绿地申花,49.0,山东鲁能,1271,门将,王大雷,310万,775,2014-01-02,350万,3500000.0,13
495,26,China,中国,,15万,50.0,上海绿地申花,49.0,山东鲁能,1290,中后卫,戴琳,100万,667,2014-01-02,115万,1150000.0,13
496,28,China,中国,,10万,52.0,大连一方,215.0,重庆力帆,6816,左后卫,刘宇,-10万,-100,2014-01-02,0,0.0,13
497,28,China,中国,,5万,52.0,大连一方,215.0,重庆力帆,6818,右后卫,陈雷,-5万,-100,2014-01-02,0,0.0,13
498,30,China,中国,,3万,626.0,天津权健,215.0,重庆力帆,6817,门将,隋维杰,-3万,-100,2014-01-02,0,0.0,13
499,30,Argentina,阿根廷,,420万,41.0,广州恒大,199.0,弗鲁米嫩塞,5769,前腰,孔卡,-420万,-100,2014-01-01,0,0.0,13
500,25,Montenegro,黑山,,200万,513.0,萨格勒布迪纳摩,44.0,长春亚泰,1121,中锋,贝西莱,-100万,-50,2014-01-01,100万,1000000.0,13
501,32,Montenegro,黑山,,150万,1089.0,首尔FC,53.0,江苏苏宁,1080,中锋,德扬,15万,10,2014-01-01,165万,1650000.0,13
502,25,Brazil,巴西,,100万,187.0,圣保罗,49.0,山东鲁能,1285,中锋,阿洛伊西奥,400万,400,2014-01-01,500万,5000000.0,13
503,26,Brazil,巴西,,93万,1470.0,青岛中能,52.0,大连一方,1397,中锋,梅内格尔,-93万,-100,2014-01-01,0,0.0,13
504,24,Brazil,巴西,,75万,,Tombense,41.0,广州恒大,1035,后腰,雷内,525万,700,2014-01-01,600万,6000000.0,13
505,31,Honduras,洪都拉斯,,60万,627.0,贵州恒丰,,RCD España,25653,中锋,科斯特利,-60万,-100,2014-01-01,0,0.0,13
506,28,Serbia,塞尔维亚,,53万,53.0,江苏苏宁,47.0,辽宁宏运,1231,中锋,耶夫蒂奇,-53万,-100,2014-01-01,0,0.0,13
507,33,Lebanon,黎巴嫩,,50万,49.0,山东鲁能,53.0,江苏苏宁,1410,后腰,安塔尔,-50万,-100,2014-01-01,0,0.0,13
508,31,Zambia,赞比亚,,45万,48.0,河南建业,,Without Club,12996,中锋,卡通戈,-45万,-100,2014-01-01,,,13
509,25,Chinese Taipei (Taiwan),中华台北,,10万,1250.0,深圳FC,50.0,上海绿地申花,1313,后腰,陈柏良,-10万,-100,2014-01-01,0,0.0,13
510,20,China,中国,,10万,,R&amp;F Reserves,51.0,广州富力,1338,,王新辉,-10万,-100,2014-01-01,,,13
511,20,China,中国,,10万,,上海上港预备队,45.0,上海上港,1157,中后卫,贺惯,-10万,-100,2014-01-01,,,13
512,24,China,中国,,8万,1252.0,武汉卓尔,41.0,广州恒大,1033,中后卫,梅方,-8万,-100,2014-01-01,0,0.0,13
513,22,China,中国,,8万,45.0,上海上港,54.0,上海申鑫,1435,左后卫,孙凯,-8万,-100,2014-01-01,,,13
514,25,China,中国,,8万,42.0,北京国安,48.0,河南建业,1245,中场,祝一帆,-8万,-100,2014-01-01,,,13
515,19,China,中国,,8万,45.0,上海上港,54.0,上海申鑫,1452,左边锋,吴毅臻,-8万,-100,2014-01-01,,,13
516,24,China,中国,,8万,43.0,北京人和,1257.0,青岛黄海,6721,中锋,李凯,-8万,-100,2014-01-01,,,13
517,23,China,中国,,8万,54.0,上海申鑫,45.0,上海上港,1161,中场,王佳玉,-8万,-100,2014-01-01,,,13
518,22,China,中国,,8万,55.0,杭州绿城,50.0,上海绿地申花,33330,右后卫,刘斌,-8万,-100,2014-01-01,0,0.0,13
519,24,China,中国,,8万,,大连一方预备队,52.0,大连一方,1375,右中场,赵宏略,-8万,-100,2014-01-01,,,13
520,27,China,中国,,8万,43.0,北京人和,,Without Club,1510,右边锋,阎相闯,-8万,-100,2014-01-01,,,13
521,26,China,中国,出租,8万,46.0,天津泰达,626.0,天津权健,6692,后腰,范柏群,,-,2014-01-01,,,13
522,24,China,中国,,5万,,Chongqing F.C.,627.0,贵州恒丰,33472,右边锋,欧阳雪,-5万,-100,2014-01-01,0,0.0,13
523,20,China,中国,,5万,46.0,天津泰达,,天津泰达预备队,19529,,姜卫鹏,-5万,-100,2014-01-01,,,13
524,19,China,中国,,5万,45.0,上海上港,41.0,广州恒大,1468,中后卫,胡博文,8万,150,2014-01-01,13万,125000.0,13
525,21,China,中国,出租,5万,46.0,天津泰达,,TJ Huarunde,6691,中场,赵英杰,,-,2014-01-01,,,13
526,26,China,中国,,5万,51.0,广州富力,,R&amp;F Reserves,19510,中场,梁岩峰,-5万,-100,2014-01-01,,,13
527,24,China,中国,,3万,42.0,北京国安,,Without Club,19521,右后卫,姜涛,-3万,-100,2014-01-01,,,13
528,23,China,中国,,3万,53.0,江苏苏宁,,Without Club,37187,,钱哲隆,-3万,-100,2014-01-01,,,13
529,26,China,中国,,3万,51.0,广州富力,,R&amp;F Reserves,1335,中后卫,赵铭,-3万,-100,2014-01-01,,,13
530,22,China,中国,出租,3万,46.0,天津泰达,,YC Helanshan,33483,中后卫,毛开宇,,-,2014-01-01,,,13
531,20,China,中国,,3万,49.0,山东鲁能,,山东鲁能预备队,8943,中场,杜禹辛,-3万,-100,2014-01-01,,,13
532,20,China,中国,,3万,,R&amp;F Reserves,51.0,广州富力,1342,右中场,常飞亚,-3万,-100,2014-01-01,,,13
533,19,China,中国,,3万,,上海上港预备队,45.0,上海上港,1139,右后卫,杨世元,-3万,-100,2014-01-01,,,13
534,19,China,中国,出租,3万,46.0,天津泰达,,TJ Huarunde,19475,,余学毅,,-,2014-01-01,,,13
535,19,China,中国,,3万,,上海上港预备队,45.0,上海上港,1141,中后卫,吴海天,-3万,-100,2014-01-01,,,13
536,20,China,中国,,3万,,上海上港预备队,45.0,上海上港,1144,中场,李嘉伟,-3万,-100,2014-01-01,,,13
537,20,China,中国,,3万,,上海上港预备队,45.0,上海上港,1148,中锋,李浩文,-3万,-100,2014-01-01,,,13
538,20,China,中国,,3万,,上海上港预备队,45.0,上海上港,1154,左后卫,张卫,-3万,-100,2014-01-01,,,13
539,20,China,中国,,3万,213.0,河北华夏幸福,54.0,上海申鑫,6673,中后卫,杨文吉,-3万,-100,2014-01-01,,,13
540,20,China,中国,,3万,,上海上港预备队,45.0,上海上港,1158,中场,张一,-3万,-100,2014-01-01,,,13
541,22,China,中国,,3万,42.0,北京国安,,Without Club,33328,中后卫,张俊哲,-3万,-100,2014-01-01,,,13
542,19,China,中国,,3万,,大连一方预备队,52.0,大连一方,1372,前腰,崔明安,-3万,-100,2014-01-01,,,13
543,23,China,中国,,3万,52.0,大连一方,1257.0,青岛黄海,6683,左后卫,姜文骏,-3万,-100,2014-01-01,,,13
544,24,China,中国,,3万,42.0,北京国安,,杭州绿城预备队,33429,右边锋,张健,-3万,-100,2014-01-01,,,13
545,20,China,中国,,3万,215.0,重庆力帆,,重庆力帆预备队,6739,,郑毅,-3万,-100,2014-01-01,,,13
546,20,China,中国,出租,3万,43.0,北京人和,,LJ Jiayunhao,33521,右中场,杨磊,,-,2014-01-01,,,13
547,20,China,中国,,3万,,Without Club,52.0,大连一方,1382,门将,陈俊林,-3万,-100,2014-01-01,,,13
548,19,China,中国,,3万,215.0,重庆力帆,,重庆力帆预备队,10219,中后卫,曾帅,-3万,-100,2014-01-01,,,13
549,19,China,中国,,3万,,Renhe Reserve,43.0,北京人和,1082,门将,徐嘉敏,-3万,-100,2014-01-01,,,13
550,20,China,中国,,3万,,山东鲁能预备队,49.0,山东鲁能,1287,门将,韩镕泽,-3万,-100,2014-01-01,,,13
551,18,China,中国,,3万,,Renhe Reserve,43.0,北京人和,1083,左边锋,向汉天,-3万,-100,2014-01-01,,,13
552,24,China,中国,,3万,,大连一方预备队,52.0,大连一方,1388,中场,权恒,-3万,-100,2014-01-01,,,13
553,20,China,中国,,3万,,大连一方预备队,52.0,大连一方,1389,,刘映辰,-3万,-100,2014-01-01,,,13
554,22,China,中国,,3万,49.0,山东鲁能,1252.0,武汉卓尔,9025,后腰,刘洋,40万,1580,2014-01-01,42万,420000.0,13
555,23,China,中国,,3万,214.0,石家庄永昌,43.0,北京人和,1092,,葛宇翔,-3万,-100,2014-01-01,,,13
556,26,China,中国,,3万,215.0,重庆力帆,,LJ Jiayunhao,19512,左中场,王帆,-3万,-100,2014-01-01,0,0.0,13
557,22,China,中国,,3万,,Shenzhen Fengpe,627.0,贵州恒丰,19513,左中场,李营健,-3万,-100,2014-01-01,0,0.0,13
558,20,China,中国,,3万,,Shenzhen Fengpe,627.0,贵州恒丰,19515,,陈泽文,-3万,-100,2014-01-01,0,0.0,13
559,22,China,中国,,3万,1250.0,深圳FC,50.0,上海绿地申花,33457,,罗希,-3万,-100,2014-01-01,0,0.0,13
560,23,China,中国,,3万,,Qingdao Res.,627.0,贵州恒丰,19516,中锋,逄志泉,-3万,-100,2014-01-01,0,0.0,13
561,19,China,中国,,3万,42.0,北京国安,,北京国安预备队,19520,中后卫,张瑀,-3万,-100,2014-01-01,,,13
562,20,China,中国,,,,Jiangsu,53.0,江苏苏宁,1408,,曹康,0,-,2014-01-01,0,0.0,13
563,18,China,中国,,,,Renhe Reserve,43.0,北京人和,1101,左后卫,甘超,,-,2014-01-01,,,13
564,18,China,中国,,,,广州恒大预备队,41.0,广州恒大,1023,,甘添成,,-,2014-01-01,,,13
565,20,China,中国,,,,Jiangsu,53.0,江苏苏宁,1413,,滕帅,0,-,2014-01-01,0,0.0,13
566,18,China,中国,,,,广州恒大预备队,41.0,广州恒大,1032,中后卫,刘海东,,-,2014-01-01,,,13
567,20,China,中国,,,,Jiangsu,53.0,江苏苏宁,1430,左边锋,陶源,,-,2014-01-01,,,13
568,19,China,中国,,,,广州恒大预备队,41.0,广州恒大,1037,后腰,杨鑫,,-,2014-01-01,,,13
569,18,China,中国,,,,Guangdong U18,41.0,广州恒大,1040,右边锋,王军辉,0,-,2014-01-01,0,0.0,13
570,20,China,中国,,,,R&amp;F Reserves,51.0,广州富力,1348,门将,裴晨淞,,-,2014-01-01,,,13
571,20,China,中国,,,,山东鲁能预备队,48.0,河南建业,1261,右后卫,杨阔,,-,2014-01-01,,,13
572,18,China,中国,,,,大连一方预备队,52.0,大连一方,1367,中后卫,王耀鹏,,-,2014-01-01,,,13
573,17,China,中国,,,,大连一方预备队,52.0,大连一方,1370,左边锋,汪晋贤,,-,2014-01-01,,,13
574,18,China,中国,,,,北京国安预备队,42.0,北京国安,1065,,魏鑫,,-,2014-01-01,,,13
575,20,China,中国,,,,天津泰达预备队,46.0,天津泰达,1174,,王一,,-,2014-01-01,,,13
576,18,China,中国,,,,Renhe Reserve,43.0,北京人和,33522,右后卫,黄耿基,,-,2014-01-01,,,13
577,18,China,中国,,,,Liaoning,52.0,大连一方,1390,左后卫,岳鑫,0,-,2014-01-01,0,0.0,13
578,19,China,中国,,,,Jiangsu,53.0,江苏苏宁,1402,,王夕杰,0,-,2014-01-01,0,0.0,13
579,28,Brazil,巴西,回归,100万,1810.0,柏太阳神,41.0,广州恒大,5986,中锋,克莱奥,,-,2013-12-31,,,13
580,29,Brazil,巴西,回归,50万,194.0,维多利亚,41.0,广州恒大,9237,前腰,雷纳多,,-,2013-12-31,,,13
581,21,Uzbekistan,乌兹别克斯坦,回归,35万,42.0,北京国安,1062.0,塔什干棉农,6700,中后卫,克里梅茨,,-,2013-12-31,,,13
582,30,Uzbekistan,乌兹别克斯坦,回归,25万,53.0,江苏苏宁,1062.0,塔什干棉农,12314,中后卫,塔吉耶夫,,-,2013-12-31,,,13
583,26,China,中国,回归,23万,44.0,长春亚泰,49.0,山东鲁能,1279,右后卫,赵明剑,,-,2013-12-31,,,13
584,28,China,中国,回归,23万,46.0,天津泰达,49.0,山东鲁能,1176,后腰,周海滨,,-,2013-12-31,,,13
585,30,Bosnia-Herzegovina,波黑,,15万,627.0,贵州恒丰,,Without Club,33431,中锋,Ivan Bozic,-15万,-100,2013-12-31,,,13
586,31,Hongkong,香港,回归,13万,,South China,42.0,北京国安,14122,左后卫,李志豪,,-,2013-12-31,,,13
587,19,China,中国,回归,10万,,Chongqing F.C.,43.0,北京人和,1105,,沈田峰,,-,2013-12-31,,,13
588,24,China,中国,回归,10万,50.0,上海绿地申花,41.0,广州恒大,1238,中后卫,李建滨,,-,2013-12-31,,,13
589,22,China,中国,回归,10万,,LJ Jiayunhao,42.0,北京国安,1078,中锋,谭天澄,,-,2013-12-31,,,13
590,32,China,中国,回归,10万,,SD Tengding,44.0,长春亚泰,6743,中场,王栋,,-,2013-12-31,,,13
591,20,China,中国,回归,10万,214.0,石家庄永昌,43.0,北京人和,1086,左后卫,郭胜,,-,2013-12-31,,,13
592,25,China,中国,回归,8万,48.0,河南建业,42.0,北京国安,1245,中场,祝一帆,,-,2013-12-31,,,13
593,24,China,中国,回归,8万,1257.0,青岛黄海,43.0,北京人和,6721,中锋,李凯,,-,2013-12-31,,,13
594,28,China,中国,回归,8万,1252.0,武汉卓尔,49.0,山东鲁能,1278,后腰,李微,,-,2013-12-31,,,13
595,26,China,中国,回归,8万,626.0,天津权健,46.0,天津泰达,6692,后腰,范柏群,,-,2013-12-31,,,13
596,24,China,中国,回归,8万,213.0,河北华夏幸福,43.0,北京人和,1094,中锋,陈子介,,-,2013-12-31,,,13
597,21,China,中国,回归,8万,213.0,河北华夏幸福,43.0,北京人和,1096,中后卫,于睿,,-,2013-12-31,,,13
598,22,China,中国,回归,5万,1255.0,梅州客家,41.0,广州恒大,33471,左边锋,高志林,,-,2013-12-31,,,13
599,26,China,中国,回归,5万,213.0,河北华夏幸福,56.0,浙江毅腾,1108,中锋,吴丁卯,,-,2013-12-31,,,13
600,22,China,中国,回归,5万,,Chongqing F.C.,50.0,上海绿地申花,1326,左边锋,顾斌,,-,2013-12-31,,,13
601,24,China,中国,回归,5万,1255.0,梅州客家,41.0,广州恒大,9003,前腰,叶伟超,,-,2013-12-31,,,13
602,24,China,中国,回归,5万,1257.0,青岛黄海,49.0,山东鲁能,33502,后腰,马兴煜,,-,2013-12-31,,,13
603,22,China,中国,回归,5万,1451.0,成都天诚,41.0,广州恒大,6744,前腰,彭欣力,,-,2013-12-31,,,13
604,21,China,中国,回归,5万,626.0,天津权健,46.0,天津泰达,6691,中场,赵英杰,,-,2013-12-31,,,13
605,20,China,中国,回归,5万,,SY Zhongze,52.0,大连一方,1395,右边锋,南云齐,,-,2013-12-31,,,13
606,26,China,中国,回归,5万,,SY Dongjin,51.0,广州富力,19510,中场,梁岩峰,,-,2013-12-31,,,13
607,24,China,中国,回归,5万,1255.0,梅州客家,43.0,北京人和,9028,后腰,史亮,,-,2013-12-31,,,13
608,30,China,中国,回归,3万,213.0,河北华夏幸福,626.0,天津权健,6817,门将,隋维杰,,-,2013-12-31,,,13
609,20,China,中国,回归,3万,1251.0,梅县铁汉,41.0,广州恒大,33366,左后卫,李伟新,,-,2013-12-31,,,13
610,24,China,中国,回归,3万,1255.0,梅州客家,42.0,北京国安,19521,右后卫,姜涛,,-,2013-12-31,,,13
611,19,China,中国,回归,3万,1251.0,梅县铁汉,41.0,广州恒大,33370,,张兴博,,-,2013-12-31,,,13
612,24,China,中国,回归,3万,,Laochenggen,43.0,北京人和,1106,影子前锋,张成祥,,-,2013-12-31,,,13
613,24,China,中国,回归,3万,,JX Liansheng,50.0,上海绿地申花,1321,左后卫,范凌江,,-,2013-12-31,,,13
614,32,China,中国,回归,3万,,Shenzhen Fengpe,51.0,广州富力,33373,,黄隆,,-,2013-12-31,,,13
615,22,China,中国,回归,3万,,SY Zhongze,46.0,天津泰达,33483,中后卫,毛开宇,,-,2013-12-31,,,13
616,24,China,中国,回归,3万,,Shenzhen Fengpe,53.0,江苏苏宁,19464,后腰,王杰,,-,2013-12-31,,,13
617,21,China,中国,回归,3万,,LJ Jiayunhao,44.0,长春亚泰,6845,门将,祎凡,,-,2013-12-31,,,13
618,27,China,中国,回归,3万,1257.0,青岛黄海,43.0,北京人和,33503,后腰,刘清,,-,2013-12-31,,,13
619,22,China,中国,回归,3万,,SY Dongjin,42.0,北京国安,33328,中后卫,张俊哲,,-,2013-12-31,,,13
620,23,China,中国,回归,3万,1257.0,青岛黄海,52.0,大连一方,6683,左后卫,姜文骏,,-,2013-12-31,,,13
621,24,China,中国,回归,3万,213.0,河北华夏幸福,42.0,北京国安,33429,右边锋,张健,,-,2013-12-31,,,13
622,20,China,中国,回归,3万,,Laochenggen,43.0,北京人和,33521,右中场,杨磊,,-,2013-12-31,,,13
623,27,China,中国,回归,3万,,Shenzhen Fengpe,46.0,天津泰达,33529,中后卫,蔡曦,,-,2013-12-31,,,13
624,28,China,中国,回归,3万,,HN Billows,50.0,上海绿地申花,1305,中后卫,陶金,,-,2013-12-31,,,13
625,19,China,中国,回归,3万,,Dali Ruilong,50.0,上海绿地申花,1308,前腰,苏顺,,-,2013-12-31,,,13
626,20,China,中国,回归,,,Laochenggen,44.0,长春亚泰,1124,门将,周淼,,-,2013-12-31,,,13
627,20,China,中国,回归,,,Laochenggen,44.0,长春亚泰,1130,,牟彦龙,,-,2013-12-31,,,13
628,27,Brazil,巴西,回归,40万,189.0,克鲁塞罗,41.0,广州恒大,5459,中后卫,保隆,,-,2013-12-01,,,13
629,23,China,中国,回归,15万,55.0,杭州绿城,49.0,山东鲁能,1330,中锋,高迪,,-,2013-12-01,,,13
630,24,China,中国,回归,5万,627.0,贵州恒丰,52.0,大连一方,6727,右中场,孙昊晟,,-,2013-12-01,,,13
631,22,China,中国,回归,3万,1255.0,梅州客家,41.0,广州恒大,33365,右后卫,涂东旭,,-,2013-12-01,,,13
632,36,Australia,澳大利亚,回归,50万,45.0,上海上港,,Central Coast,1165,中锋,麦克布林,,-,2013-10-30,,,13
633,27,China,中国,回归,13万,54.0,上海申鑫,42.0,北京国安,6731,左边锋,毛剑卿,,-,2013-10-15,,,13
634,30,Hongkong,香港,出租,13万,42.0,北京国安,,South China,14122,左后卫,李志豪,,-,2013-09-28,,,13
635,20,China,中国,,3万,,广州恒大预备队,41.0,广州恒大,1216,右边锋,杨超声,-3万,-100,2013-09-01,,,13
636,24,China,中国,,3万,51.0,广州富力,,生涯中断,33548,中后卫,王宾,-3万,-100,2013-09-01,,,13
637,20,China,中国,出租,3万,49.0,山东鲁能,,Casa Pia,1292,后腰,齐天羽,,-,2013-08-27,,,13
638,28,Paraguay,巴拉圭,,200万,41.0,广州恒大,153.0,莫斯科斯巴达,3122,中锋,巴里奥斯,100万,50,2013-08-09,300万,3000000.0,13
639,22,China,中国,出租,10万,42.0,北京国安,,马里迪莫B队,1048,中后卫,雷腾龙,,-,2013-08-01,,,13
640,26,China,中国,出租,5万,51.0,广州富力,,SY Dongjin,19510,中场,梁岩峰,,-,2013-07-25,,,13
641,24,China,中国,出租,3万,42.0,北京国安,213.0,河北华夏幸福,33429,右边锋,张健,,-,2013-07-25,,,13
642,29,Brazil,巴西,,1200万,159.0,莫斯科中央陆军,49.0,山东鲁能,1299,中锋,瓦格纳·洛维,-585万,-49,2013-07-24,615万,6150000.0,13
643,31,Honduras,洪都拉斯,,60万,,PAE Veria,627.0,贵州恒丰,25653,中锋,科斯特利,-60万,-100,2013-07-24,0,0.0,13
644,26,China,中国,,8万,,大连一方预备队,43.0,北京人和,1510,右边锋,阎相闯,-8万,-100,2013-07-24,0,0.0,13
645,20,China,中国,出租,8万,43.0,北京人和,213.0,河北华夏幸福,1096,中后卫,于睿,,-,2013-07-24,,,13
646,24,China,中国,,5万,213.0,河北华夏幸福,,Mafra,6782,中锋,谈杨,-5万,-100,2013-07-24,,,13
647,23,China,中国,出租,5万,43.0,北京人和,213.0,河北华夏幸福,1094,中锋,陈子介,,-,2013-07-24,,,13
648,24,China,中国,,40万,,Mafra,42.0,北京国安,1062,右边锋,张呈栋,110万,275,2013-07-22,150万,1500000.0,13
649,31,Brazil,巴西,,40万,1037.0,清水心跳,46.0,天津泰达,1198,中锋,巴雷,35万,88,2013-07-22,75万,750000.0,13
650,23,China,中国,出租,5万,49.0,山东鲁能,1257.0,青岛黄海,33502,后腰,马兴煜,,-,2013-07-22,,,13
651,25,China,中国,出租,10万,49.0,山东鲁能,44.0,长春亚泰,1279,右后卫,赵明剑,,-,2013-07-20,,,13
652,25,China,中国,,48万,1470.0,青岛中能,41.0,广州恒大,1039,左中场,郑龙,403万,847,2013-07-19,450万,4500000.0,13
653,31,China,中国,出租,10万,44.0,长春亚泰,,SD Tengding,6743,中场,王栋,,-,2013-07-19,3万,31000.0,13
654,32,Brazil,巴西,,180万,686.0,全北现代,44.0,长春亚泰,1132,前腰,埃尼尼奥,-180万,-100,2013-07-18,,,13
655,27,China,中国,出租,20万,49.0,山东鲁能,46.0,天津泰达,1176,后腰,周海滨,,-,2013-07-17,,,13
656,24,China,中国,,5万,44.0,长春亚泰,1451.0,成都天诚,37185,右后卫,李谋,-5万,-100,2013-07-16,,,13
657,30,China,中国,出租,3万,626.0,天津权健,213.0,河北华夏幸福,6817,门将,隋维杰,,-,2013-07-16,,,13
658,20,China,中国,出租,10万,43.0,北京人和,214.0,石家庄永昌,1086,左后卫,郭胜,,-,2013-07-14,,,13
659,30,Brazil,巴西,,20万,44.0,长春亚泰,1065.0,沙迦,6261,中锋,泽·卡洛斯,-20万,-100,2013-07-12,,,13
660,21,China,中国,出租,10万,41.0,广州恒大,1451.0,成都天诚,6744,前腰,彭欣力,,-,2013-07-11,,,13
661,31,China,中国,,8万,,大连一方预备队,44.0,长春亚泰,1118,后腰,阎峰,-8万,-100,2013-07-11,0,0.0,13
662,29,Nigeria,尼日利亚,,100万,52.0,大连一方,42.0,北京国安,1461,中锋,乌塔卡,250万,250,2013-07-09,350万,3500000.0,13
663,22,China,中国,出租,10万,42.0,北京国安,,LJ Jiayunhao,1078,中锋,谭天澄,,-,2013-07-09,,,13
664,24,China,中国,出租,3万,42.0,北京国安,1255.0,梅州客家,19521,右后卫,姜涛,,-,2013-07-09,,,13
665,27,China,中国,出租,3万,46.0,天津泰达,,Shenzhen Fengpe,33529,中后卫,蔡曦,,-,2013-07-09,,,13
666,23,China,中国,,3万,215.0,重庆力帆,216.0,延边富德,6752,中后卫,崔民,-3万,-100,2013-07-05,,,13
667,28,Bolivia,玻利维亚,,90万,1477.0,佩特罗鲁,215.0,重庆力帆,13383,前腰,莫伊察,-90万,-100,2013-07-04,,,13
668,24,China,中国,出租,5万,41.0,广州恒大,1255.0,梅州客家,9003,前腰,叶伟超,,-,2013-07-04,,,13
669,28,China,中国,出租,3万,50.0,上海绿地申花,,HN Billows,1305,中后卫,陶金,,-,2013-07-04,,,13
670,29,Brazil,巴西,,63万,191.0,博塔弗戈,46.0,天津泰达,1195,中场,安德烈齐尼奥,208万,332,2013-07-03,270万,2700000.0,13
671,23,China,中国,,25万,,大连一方预备队,52.0,大连一方,1391,中场,吕鹏,-25万,-100,2013-07-03,,,13
672,26,China,中国,出租,15万,42.0,北京国安,54.0,上海申鑫,6731,左边锋,毛剑卿,,-,2013-07-02,6万,63000.0,13
673,28,Brazil,巴西,出租,90万,42.0,北京国安,194.0,维多利亚,8245,中锋,安德烈·利马,,-,2013-07-01,38万,375000.0,13
674,29,Angola,安哥拉,,70万,664.0,杜塞尔多夫,48.0,河南建业,1251,中锋,南多·拉斐尔,-70万,-100,2013-07-01,,,13
675,20,Australia,澳大利亚,,50万,,Central Coast,45.0,上海上港,22204,右边锋,贝尔尼·伊比尼,-5万,-10,2013-07-01,45万,450000.0,13
676,36,Australia,澳大利亚,出租,50万,,Central Coast,45.0,上海上港,1165,中锋,麦克布林,,-,2013-07-01,,,13
677,27,Belarus,白俄罗斯,,35万,53.0,江苏苏宁,706.0,鲍里索夫,6213,前腰,克里维茨,-35万,-100,2013-07-01,0,0.0,13
678,30,Hongkong,香港,,28万,,South China,42.0,北京国安,14122,左后卫,李志豪,-28万,-100,2013-07-01,0,0.0,13
679,19,China,中国,出租,10万,43.0,北京人和,,Chongqing F.C.,1105,,沈田峰,,-,2013-07-01,,,13
680,23,China,中国,出租,8万,43.0,北京人和,1257.0,青岛黄海,6721,中锋,李凯,,-,2013-07-01,,,13
